,type,entry_time,entry_price,stop_loss,exit_time,exit_price,profit
0,long,2025-12-09 19:20:00+00:00,278.7200927734375,277.7106251272201,2025-12-09 19:30:00+00:00,278.5895080566406,-0.0004685156190121645
1,long,2025-12-10 16:30:00+00:00,278.4100036621094,276.9469556660206,2025-12-10 17:40:00+00:00,278.32000732421875,-0.0003232510926577499
2,long,2025-12-11 16:35:00+00:00,277.17999267578125,275.49620326199994,2025-12-11 16:50:00+00:00,276.52740478515625,-0.002354383100761299
3,long,2025-12-12 18:10:00+00:00,278.9599914550781,277.7224327837257,2025-12-12 18:20:00+00:00,278.6099853515625,-0.0012546820843016397
4,short,2025-12-16 17:45:00+00:00,272.6059875488281,273.72206965811273,2025-12-16 18:30:00+00:00,272.7051086425781,-0.0003636057103560347
5,short,2025-12-17 15:45:00+00:00,274.8599853515625,276.001384543096,2025-12-17 17:15:00+00:00,272.9599914550781,0.006912588218522126
6,short,2025-12-19 15:55:00+00:00,271.2099914550781,272.6524344482182,2025-12-19 16:00:00+00:00,271.7300109863281,-0.0019174055072972245
7,short,2025-12-22 15:35:00+00:00,271.69000244140625,273.18777695016644,2025-12-22 15:40:00+00:00,272.0150146484375,-0.0011962611951514242
8,short,2025-12-22 16:45:00+00:00,272.1164855957031,273.0845905331275,2025-12-22 17:35:00+00:00,271.989990234375,0.0004648573975634295
9,long,2025-12-24 16:00:00+00:00,274.70001220703125,273.4944110027889,2025-12-24 17:35:00+00:00,275.0000915527344,0.0010923892696334003
10,short,2025-12-29 16:35:00+00:00,272.9599914550781,274.06672959575747,2025-12-29 16:50:00+00:00,273.239990234375,-0.0010257868847528715
11,long,2025-12-29 18:35:00+00:00,273.8900146484375,272.92244254407785,2025-12-29 19:00:00+00:00,273.5799865722656,-0.001131943698531047
12,short,2025-12-30 15:40:00+00:00,272.5,273.6379880011199,2025-12-30 15:50:00+00:00,272.7900085449219,-0.0010642515409977065
13,short,2025-12-30 16:45:00+00:00,272.4700012207031,273.565592630391,2025-12-30 17:20:00+00:00,272.5299987792969,-0.00022019876802933415
14,short,2025-12-31 15:35:00+00:00,272.3299865722656,273.31512138065847,2025-12-31 16:15:00+00:00,272.3399963378906,-3.675601703282794e-05
15,long,2026-01-02 14:40:00+00:00,275.54998779296875,273.10263635592236,2026-01-02 15:10:00+00:00,275.510009765625,-0.00014508448236182474
16,short,2026-01-05 16:00:00+00:00,268.8699951171875,269.9450234465645,2026-01-05 16:15:00+00:00,269.1830139160156,-0.0011642013036512132
17,short,2026-01-06 16:00:00+00:00,263.1600036621094,265.04429766635354,2026-01-06 16:50:00+00:00,262.9200134277344,0.0009119555822895536
18,short,2026-01-07 15:05:00+00:00,261.37908935546875,262.68342804559217,2026-01-07 15:10:00+00:00,262.0398864746094,-0.002528117764776348
19,short,2026-01-07 16:10:00+00:00,261.6400146484375,262.5901435360275,2026-01-07 16:30:00+00:00,261.7699890136719,-0.0004967679175871473
20,short,2026-01-07 18:15:00+00:00,261.3699951171875,262.5371862578849,2026-01-07 18:40:00+00:00,261.8500061035156,-0.0018365190928396656
21,short,2026-01-07 19:20:00+00:00,261.381591796875,262.4829191539873,2026-01-07 19:30:00+00:00,261.885009765625,-0.0019259886103272967
22,short,2026-01-07 20:20:00+00:00,261.3411865234375,262.4660874666109,2026-01-08 15:35:00+00:00,256.9750061035156,0.016706820987553408
23,short,2026-01-09 14:50:00+00:00,256.7300109863281,258.7973185928548,2026-01-09 15:10:00+00:00,258.2900085449219,-0.0060764129312362546
24,short,2026-01-09 16:25:00+00:00,256.9599914550781,258.5102820122384,2026-01-09 16:50:00+00:00,257.4599914550781,-0.001945828209164656
25,short,2026-01-13 19:45:00+00:00,259.4700012207031,260.437539272722,2026-01-13 19:50:00+00:00,259.7149963378906,-0.0009442136510382528
26,short,2026-01-14 14:50:00+00:00,259.4090881347656,261.0886184784828,2026-01-14 15:05:00+00:00,259.9599914550781,-0.0021236855049052874
27,short,2026-01-14 15:30:00+00:00,259.5350036621094,260.75717936007,2026-01-14 16:20:00+00:00,258.614990234375,0.0035448529668550897
28,short,2026-01-15 15:45:00+00:00,259.5799865722656,260.88383228564686,2026-01-15 16:00:00+00:00,260.19989013671875,-0.0023881023057243564
29,short,2026-01-15 17:30:00+00:00,258.9649963378906,260.7214768862944,2026-01-15 18:15:00+00:00,259.3299865722656,-0.0014094191861311267
30,short,2026-01-20 15:05:00+00:00,251.39010620117188,253.54231940984204,2026-01-20 15:55:00+00:00,251.5500030517578,-0.000636050690308321
31,short,2026-01-21 16:35:00+00:00,246.1826934814453,247.8351843727452,2026-01-21 17:20:00+00:00,246.0449981689453,0.0005593216588572991
32,short,2026-01-22 19:50:00+00:00,249.1750030517578,250.2914743683808,2026-01-23 15:20:00+00:00,247.0500030517578,0.008528142767027886
33,short,2026-01-27 18:45:00+00:00,259.69000244140625,261.04493291561636,2026-01-27 19:15:00+00:00,259.9349975585937,-0.0009434137428633639
34,short,2026-01-29 14:40:00+00:00,256.2200012207031,258.25556506643005,2026-01-29 14:45:00+00:00,256.8299865722656,-0.0023807093460946087
35,short,2026-01-29 15:35:00+00:00,255.83999633789065,257.56203432771326,2026-01-29 16:05:00+00:00,255.78500366210935,0.0002149494862745285
36,long,2026-02-02 19:50:00+00:00,267.9700927734375,266.5000303635307,2026-02-03 14:35:00+00:00,268.6199951171875,0.0024252793922770978
37,long,2026-02-03 18:50:00+00:00,270.3299865722656,268.98850565373886,2026-02-03 19:45:00+00:00,270.8399963378906,0.0018866192836829896
38,long,2026-02-04 14:45:00+00:00,277.6400146484375,274.75844147022093,2026-02-04 15:10:00+00:00,274.8999938964844,-0.009868969195318206
39,long,2026-02-04 15:55:00+00:00,277.1099853515625,275.56332636744304,2026-02-04 16:05:00+00:00,276.0899963378906,-0.00368080930890253
40,long,2026-02-04 16:25:00+00:00,277.2138061523437,275.61886004712784,2026-02-04 16:30:00+00:00,276.32000732421875,-0.003224221912070834
41,long,2026-02-04 20:25:00+00:00,277.6099853515625,275.21210539271885,2026-02-04 20:55:00+00:00,276.4599914550781,-0.004142480303898415
42,long,2026-02-05 19:10:00+00:00,276.67999267578125,274.69505411199555,2026-02-05 20:10:00+00:00,276.5801086425781,-0.000361009237556873
43,long,2026-02-06 14:50:00+00:00,279.9649963378906,278.478238161834,2026-02-06 15:10:00+00:00,279.1400146484375,-0.0029467315566030694
44,long,2026-02-09 20:20:00+00:00,274.1000061035156,272.84518009074174,2026-02-10 14:45:00+00:00,273.4549865722656,-0.002353226986089173
45,long,2026-02-11 14:30:00+00:00,274.8399963378906,274.8758027750651,2026-02-11 14:35:00+00:00,275.510009765625,0.0024378308712777554
46,short,2026-02-13 15:45:00+00:00,258.5599975585937,260.43211514988656,2026-02-13 16:30:00+00:00,259.55499267578125,-0.003848217537835007
47,short,2026-02-13 17:55:00+00:00,259.0450134277344,260.29171409338426,2026-02-13 18:35:00+00:00,259.1300048828125,-0.00032809531422165367
48,short,2026-02-18 19:35:00+00:00,263.9042053222656,265.1952801221319,2026-02-18 20:30:00+00:00,264.0400085449219,-0.0005145928708881861
49,short,2026-02-19 14:30:00+00:00,263.4349975585937,263.904787475586,2026-02-19 14:45:00+00:00,263.9100036621094,-0.0018031245199682708
50,short,2026-02-19 17:00:00+00:00,262.8799133300781,264.0168190514925,2026-02-19 17:20:00+00:00,263.385009765625,-0.0019213960821444131
51,long,2026-02-23 15:20:00+00:00,267.17999267578125,264.76992734346584,2026-02-23 16:00:00+00:00,265.8500061035156,-0.004977867387995414
52,long,2026-02-23 17:05:00+00:00,266.7300109863281,265.48063446512214,2026-02-23 18:50:00+00:00,268.54998779296875,0.006823292211891043
53,long,2026-02-24 14:40:00+00:00,274.19500732421875,271.08183226579285,2026-02-24 15:30:00+00:00,272.5799865722656,-0.005890044343672028
54,long,2026-02-24 16:10:00+00:00,274.45001220703125,272.8852735966782,2026-02-24 16:20:00+00:00,273.9049987792969,-0.001985838598991369
55,long,2026-02-25 14:55:00+00:00,273.9349975585937,271.8745767556971,2026-02-25 15:00:00+00:00,272.7250061035156,-0.004417075093952737
