,type,entry_time,entry_price,stop_loss,exit_time,exit_price,profit
0,long,2025-12-09 15:50:00+00:00,185.19509887695312,184.04052608050497,2025-12-09 16:20:00+00:00,184.93409729003903,-0.0014093331221875637
1,short,2025-12-09 20:15:00+00:00,184.2449951171875,184.93539852246914,2025-12-09 20:35:00+00:00,184.38999938964844,-0.0007870187864191847
2,short,2025-12-10 15:25:00+00:00,183.85960388183597,184.8183391797795,2025-12-10 16:30:00+00:00,182.9344940185547,0.005031610227311453
3,short,2025-12-11 14:50:00+00:00,177.28500366210938,178.90792005030124,2025-12-11 15:20:00+00:00,178.5800018310547,-0.007304612021293535
4,short,2025-12-11 15:35:00+00:00,177.5800018310547,178.54404586885605,2025-12-11 16:20:00+00:00,177.48500061035156,0.0005349770228829418
5,short,2025-12-12 15:00:00+00:00,179.94500732421875,181.84771409176383,2025-12-12 15:40:00+00:00,179.947998046875,-1.662020358731831e-05
6,short,2025-12-15 15:25:00+00:00,175.45159912109375,177.37921038846113,2025-12-15 15:40:00+00:00,177.23500061035156,-0.01016463513693562
7,short,2025-12-15 19:35:00+00:00,176.6602020263672,177.5350741570055,2025-12-15 19:55:00+00:00,176.9250030517578,-0.0014989285778757486
8,short,2025-12-17 15:35:00+00:00,172.97999572753906,174.57420059229355,2025-12-17 16:50:00+00:00,171.08999633789062,0.01092611536784506
9,short,2025-12-18 19:55:00+00:00,173.89999389648438,174.85526788013584,2025-12-18 20:05:00+00:00,174.41000366210938,-0.002932776213486173
10,long,2025-12-22 14:55:00+00:00,183.83999633789065,182.72323708285063,2025-12-22 15:30:00+00:00,183.0894927978516,-0.0040823735584701966
11,long,2025-12-23 14:30:00+00:00,184.0749969482422,183.7068469543457,2025-12-23 14:50:00+00:00,183.94000244140625,-0.0007333668834659547
12,long,2025-12-23 15:35:00+00:00,185.5850067138672,184.2207577806708,2025-12-23 17:30:00+00:00,187.8999938964844,0.01247399897011312
13,long,2025-12-24 16:30:00+00:00,188.15499877929688,187.35570762534394,2025-12-24 17:05:00+00:00,187.9750061035156,-0.0009566191541496448
14,long,2025-12-26 15:30:00+00:00,191.9600067138672,190.88920238678566,2025-12-26 16:05:00+00:00,191.4792938232422,-0.002504234599978649
15,long,2025-12-26 18:30:00+00:00,191.67999267578125,190.8837466816545,2025-12-26 19:25:00+00:00,192.2400054931641,0.0029216028734416707
16,long,2025-12-29 16:45:00+00:00,187.5449981689453,186.67558475593825,2025-12-29 17:00:00+00:00,187.2899932861328,-0.0013596997270105017
17,long,2025-12-29 17:55:00+00:00,187.5249938964844,186.6980538517866,2025-12-29 18:10:00+00:00,187.1764068603516,-0.001858883068809675
18,long,2025-12-30 16:15:00+00:00,188.25999450683597,187.25990740671622,2025-12-30 16:35:00+00:00,188.06900024414065,-0.0010145238939140478
19,long,2026-01-02 14:45:00+00:00,192.3600006103516,190.83625621529737,2026-01-02 15:10:00+00:00,191.06500244140625,-0.006732159309816785
20,long,2026-01-06 14:50:00+00:00,191.5850067138672,190.23329333131187,2026-01-06 15:30:00+00:00,190.8500061035156,-0.0038364203074059793
21,long,2026-01-07 14:55:00+00:00,190.1000061035156,187.99698502806922,2026-01-07 15:35:00+00:00,189.21499633789065,-0.004655495724408482
22,long,2026-01-07 16:55:00+00:00,190.16000366210935,189.17413199532893,2026-01-07 17:25:00+00:00,190.0030059814453,-0.0008256083174198892
23,short,2026-01-08 15:50:00+00:00,185.39990234375,186.91787011434693,2026-01-08 16:45:00+00:00,185.22000122070312,0.0009703409806188587
24,long,2026-01-09 16:05:00+00:00,185.5399932861328,184.37427887511333,2026-01-09 17:10:00+00:00,185.07020568847656,-0.002532001803685318
25,long,2026-01-09 18:35:00+00:00,185.2949981689453,184.5274716210417,2026-01-09 19:45:00+00:00,185.76499938964844,0.002536502470911788
26,long,2026-01-12 17:05:00+00:00,185.57000732421875,184.42606107046123,2026-01-12 17:45:00+00:00,185.8800048828125,0.0016705154192947656
27,short,2026-01-12 20:55:00+00:00,184.8999938964844,185.88950185213764,2026-01-13 15:40:00+00:00,184.1100006103516,0.004272543603084635
28,long,2026-01-13 15:55:00+00:00,184.7993011474609,183.8799584177358,2026-01-13 17:15:00+00:00,186.65989685058597,0.010068196641287034
29,short,2026-01-13 18:40:00+00:00,184.7449951171875,185.6339135788154,2026-01-13 19:15:00+00:00,184.80999755859372,-0.0003518495392256186
30,short,2026-01-14 14:30:00+00:00,183.42999267578125,183.7300587768555,2026-01-14 15:35:00+00:00,182.3500061035156,0.005887731643617118
31,short,2026-01-14 17:00:00+00:00,181.4199981689453,182.4535919774139,2026-01-14 17:05:00+00:00,182.0749969482422,-0.0036104000987086044
32,long,2026-01-15 15:10:00+00:00,188.6699981689453,187.4543631393692,2026-01-15 15:25:00+00:00,187.6000061035156,-0.005671235892373239
33,long,2026-01-15 16:45:00+00:00,188.63009643554688,187.43529665757012,2026-01-15 17:15:00+00:00,188.43499755859372,-0.001034293469811255
34,short,2026-01-20 15:10:00+00:00,180.05999755859375,181.0894100445869,2026-01-20 15:25:00+00:00,180.8000030517578,-0.0041097717605114124
35,short,2026-01-20 16:40:00+00:00,179.7100067138672,181.03393579823492,2026-01-20 17:20:00+00:00,179.97999572753906,-0.0015023593766915234
36,short,2026-01-21 16:55:00+00:00,180.1300048828125,181.3694115857927,2026-01-21 17:45:00+00:00,179.94500732421875,0.0010270224481152054
37,long,2026-01-22 16:15:00+00:00,185.4644927978516,184.48333093313468,2026-01-22 16:55:00+00:00,185.5265045166016,0.00033435898060331224
38,short,2026-01-22 17:35:00+00:00,184.6800994873047,185.56298863497153,2026-01-22 18:05:00+00:00,185.18499755859372,-0.0027339062123677375
39,short,2026-01-22 18:40:00+00:00,184.63499450683597,185.51642627359968,2026-01-22 19:10:00+00:00,184.65989685058597,-0.0001348733690301489
40,long,2026-01-23 19:00:00+00:00,188.1750030517578,187.38160750186398,2026-01-23 19:15:00+00:00,187.93499755859372,-0.0012754377003946537
41,long,2026-01-27 15:00:00+00:00,188.06260681152344,186.40236917388768,2026-01-27 16:45:00+00:00,189.53500366210935,0.007829290870468188
42,long,2026-01-28 16:15:00+00:00,191.9949951171875,191.10837382312556,2026-01-28 16:30:00+00:00,191.44419860839844,-0.002868806598072383
43,long,2026-01-28 18:25:00+00:00,191.72000122070312,190.94657846173126,2026-01-28 19:05:00+00:00,191.76499938964844,0.00023470774389111216
44,long,2026-01-29 17:30:00+00:00,189.7749938964844,188.6860587235782,2026-01-29 17:50:00+00:00,189.30499267578125,-0.0024766235585259593
45,long,2026-01-30 15:40:00+00:00,193.22000122070312,191.88540535663788,2026-01-30 16:00:00+00:00,193.0998992919922,-0.0006215812439300866
46,long,2026-02-02 15:10:00+00:00,188.50999450683597,186.92943115690147,2026-02-02 15:50:00+00:00,188.6199951171875,0.0005835266752795174
47,short,2026-02-02 19:55:00+00:00,187.43499755859372,188.9690043197292,2026-02-03 15:55:00+00:00,180.7599029541016,0.035612850809280915
48,short,2026-02-04 15:00:00+00:00,176.91009521484375,178.72272697858415,2026-02-04 16:55:00+00:00,174.64999389648438,0.012775423107509242
49,short,2026-02-04 20:55:00+00:00,174.1999969482422,175.6728705718948,2026-02-05 14:30:00+00:00,175.25999450683594,-0.0060849459079422
50,short,2026-02-05 15:00:00+00:00,173.14999389648438,175.34710090469483,2026-02-05 15:35:00+00:00,173.08999633789062,0.00034650627033587316
51,short,2026-02-05 18:45:00+00:00,173.3350067138672,174.40405657405236,2026-02-05 19:10:00+00:00,174.04010009765625,-0.004067807173844552
52,short,2026-02-05 19:30:00+00:00,173.05499267578125,174.363393768408,2026-02-05 20:00:00+00:00,173.42999267578125,-0.002166941237590082
53,long,2026-02-10 17:45:00+00:00,190.2050018310547,189.28947517877793,2026-02-10 18:15:00+00:00,189.5800018310547,-0.003285928308841963
54,long,2026-02-11 16:20:00+00:00,192.072998046875,190.87947334275478,2026-02-11 16:25:00+00:00,191.289794921875,-0.0040776326342803326
55,long,2026-02-11 17:25:00+00:00,191.9850006103516,190.87259681727008,2026-02-11 17:55:00+00:00,191.82000732421875,-0.0008594071703950849
56,long,2026-02-11 19:15:00+00:00,191.88999938964844,190.9587220583918,2026-02-11 19:45:00+00:00,191.72999572753903,-0.0008338301246460625
57,short,2026-02-13 14:55:00+00:00,182.41000366210935,184.8509313061255,2026-02-13 15:25:00+00:00,184.0800018310547,-0.009155189602642593
58,short,2026-02-13 15:45:00+00:00,182.4900054931641,184.40693258690925,2026-02-13 16:05:00+00:00,183.83999633789065,-0.007397615234205974
59,short,2026-02-13 20:10:00+00:00,182.5500030517578,184.30408727153196,2026-02-13 20:45:00+00:00,182.5200042724609,0.00016433184768777006
60,short,2026-02-17 14:50:00+00:00,179.86000061035156,182.07214823838243,2026-02-17 15:15:00+00:00,180.84500122070312,-0.005476485082892145
61,long,2026-02-18 15:00:00+00:00,189.69500732421875,187.9329039055347,2026-02-18 16:15:00+00:00,189.7350006103516,0.00021082940820095532
62,long,2026-02-19 15:10:00+00:00,187.8699951171875,186.40480982178963,2026-02-19 15:45:00+00:00,187.81500244140625,-0.00029271665093165764
63,long,2026-02-19 20:45:00+00:00,187.57000732421875,186.57848298221037,2026-02-20 14:30:00+00:00,187.6300048828125,0.0003198675494533779
64,long,2026-02-20 15:45:00+00:00,189.5016021728516,187.44871742592804,2026-02-20 16:15:00+00:00,189.22999572753903,-0.0014332672768899036
65,long,2026-02-20 18:40:00+00:00,189.44000244140625,188.15112326216428,2026-02-20 19:25:00+00:00,189.3650054931641,-0.0003958876017506156
66,long,2026-02-24 15:05:00+00:00,190.82000732421875,189.29259009628223,2026-02-24 16:20:00+00:00,192.1999969482422,0.007231891683552462
67,long,2026-02-25 15:00:00+00:00,196.2700042724609,194.5571816743311,2026-02-25 17:30:00+00:00,197.2250061035156,0.004865755389340897
68,short,2026-02-26 17:40:00+00:00,186.6199951171875,187.98564412542925,2026-02-26 18:35:00+00:00,185.8999938964844,0.0038581140260504983
69,short,2026-02-27 14:55:00+00:00,179.7949981689453,181.01496064947665,2026-02-27 15:00:00+00:00,181.55999755859372,-0.009816732432066426
70,short,2026-02-27 16:40:00+00:00,180.2299041748047,181.56250595196812,2026-02-27 19:00:00+00:00,178.9694061279297,0.006993834084561489
71,short,2026-03-03 15:25:00+00:00,177.77000427246094,179.26213348924045,2026-03-03 16:00:00+00:00,178.90499877929688,-0.0063846232747813685
72,short,2026-03-05 14:30:00+00:00,181.72999572753903,181.8496371459961,2026-03-05 14:35:00+00:00,181.47000122070312,0.0014306636931071582
73,short,2026-03-05 17:30:00+00:00,180.16000366210935,182.62077986168,2026-03-05 18:05:00+00:00,179.72999572753906,0.0023868113112206933
74,short,2026-03-06 17:35:00+00:00,180.72000122070312,181.90806103711824,2026-03-06 18:10:00+00:00,181.55999755859372,-0.004648054073797601
75,short,2026-03-06 19:00:00+00:00,180.61990356445312,181.83807255375456,2026-03-06 20:50:00+00:00,178.25,0.013120943581987015
