,type,entry_time,entry_price,stop_loss,exit_time,exit_price,profit
0,long,2026-01-09 00:35:00+00:00,138.6915740966797,138.1533441660221,2026-01-09 01:15:00+00:00,138.8532257080078,0.0011655474557916564
1,long,2026-01-09 02:10:00+00:00,139.1145782470703,138.2634410255605,2026-01-09 02:50:00+00:00,138.86976623535156,-0.0017597868951157577
2,long,2026-01-09 15:30:00+00:00,140.10545349121094,138.51192062925503,2026-01-09 15:55:00+00:00,138.3495635986328,-0.01253263059234361
3,long,2026-01-09 16:05:00+00:00,139.1217041015625,138.58286596832446,2026-01-09 16:35:00+00:00,139.32342529296875,0.001449962050917578
4,long,2026-01-10 01:35:00+00:00,136.0345916748047,135.5749715009603,2026-01-10 02:30:00+00:00,136.21836853027344,0.0013509567912555272
5,long,2026-01-10 09:05:00+00:00,136.0836944580078,135.6455655678858,2026-01-10 09:15:00+00:00,135.9798583984375,-0.0007630308684950778
6,long,2026-01-10 17:25:00+00:00,136.48976135253906,136.03746095112464,2026-01-10 17:30:00+00:00,136.37210083007812,-0.0008620465102655753
7,long,2026-01-11 00:55:00+00:00,136.22389221191406,135.75929304639226,2026-01-11 01:15:00+00:00,136.14830017089844,-0.0005549103008893015
8,long,2026-01-11 02:15:00+00:00,136.2399139404297,135.75929304639226,2026-01-11 02:30:00+00:00,136.0462188720703,-0.0014217204250735753
9,long,2026-01-11 03:55:00+00:00,136.11082458496094,135.68151828838583,2026-01-11 04:20:00+00:00,135.9796600341797,-0.0009636599526981525
10,long,2026-01-11 06:10:00+00:00,136.1498260498047,135.7295035347644,2026-01-11 06:20:00+00:00,135.89080810546875,-0.0019024478535961309
11,long,2026-01-11 08:40:00+00:00,136.4567108154297,135.77795652893923,2026-01-11 09:35:00+00:00,136.43045043945312,-0.00019244473811245595
12,long,2026-01-11 23:20:00+00:00,139.26638793945312,138.46807213670058,2026-01-12 00:05:00+00:00,138.94674682617188,-0.0022951777382222037
13,long,2026-01-12 00:25:00+00:00,140.43475341796875,139.58362895531093,2026-01-12 01:35:00+00:00,141.04159545898438,0.0043211671345305255
14,long,2026-01-12 07:10:00+00:00,142.15432739257812,141.52313503031692,2026-01-12 07:15:00+00:00,141.9604949951172,-0.0013635349765022875
