timestamp,open,high,low,close,volume
2026-03-06 05:30:00,2066.16,2068.67,2064.08,2064.08,50.19390662
2026-03-06 05:35:00,2061.96,2066.56,2061.73,2064.45,51.67304373
2026-03-06 05:40:00,2062.31,2062.31,2060.54,2061.13,0.14456725
2026-03-06 05:45:00,2061.17,2064.46,2061.17,2062.41,110.50270595
2026-03-06 05:50:00,2062.26,2066.96,2062.05,2066.96,6.6701627
2026-03-06 05:55:00,2066.62,2069.87,2066.62,2069.45,53.11469547
2026-03-06 06:00:00,2068.98,2069.88,2068.28,2068.37,6.16115355
2026-03-06 06:05:00,2068.98,2068.98,2066.41,2066.41,0.08180856
2026-03-06 06:10:00,2065.73,2065.73,2064.44,2064.44,0.00856372
2026-03-06 06:15:00,2065.9,2066.45,2063.65,2065.02,26.99466355
2026-03-06 06:20:00,2066.46,2071.35,2066.46,2071.35,0.57407775
2026-03-06 06:25:00,2070.86,2070.86,2068.97,2068.97,0.0424995
2026-03-06 06:30:00,2069.97,2069.97,2067.89,2067.89,0.11585978
2026-03-06 06:35:00,2068.37,2071.33,2067.79,2071.33,0.77677606
2026-03-06 06:40:00,2070.1,2073.47,2070.1,2073.47,0.75850493
2026-03-06 06:45:00,2074.55,2079.02,2074.44,2077.46,23.81954255
2026-03-06 06:50:00,2076.52,2076.52,2074.37,2074.53,0.10538973
2026-03-06 06:55:00,2074.72,2074.72,2074.72,2074.72,0.04823103
2026-03-06 07:00:00,2076.56,2079.59,2075.73,2079.59,22.2872939
2026-03-06 07:05:00,2079.61,2079.65,2075.51,2075.51,8.90137469
2026-03-06 07:10:00,2074.63,2074.63,2069.81,2069.86,4.60564713
2026-03-06 07:15:00,2073.09,2073.3,2073.09,2073.3,0.09979359
2026-03-06 07:20:00,2074.18,2078.24,2074.18,2078.24,1.70646574
2026-03-06 07:25:00,2078.41,2083.61,2078.41,2083.61,0.22056533
2026-03-06 07:30:00,2083.39,2083.44,2082.27,2083.44,0.29740855
2026-03-06 07:35:00,2081.43,2081.43,2081.43,2081.43,0.00960478
2026-03-06 07:40:00,2083.44,2086.73,2083.44,2086.73,2.60279368
2026-03-06 07:45:00,2083.99,2085.09,2083.51,2085.09,5.60568572
2026-03-06 07:50:00,2084.25,2084.25,2084.25,2084.25,0.00425241
2026-03-06 07:55:00,2083.66,2083.98,2082.82,2083.71,1.93739113
2026-03-06 08:00:00,2081.9,2081.9,2080.15,2080.93,0.3605108
2026-03-06 08:05:00,2080.6,2080.6,2080.41,2080.48,0.21404251
2026-03-06 08:10:00,2080.53,2080.53,2079.1,2079.81,1.13090372
2026-03-06 08:15:00,2080.26,2081.05,2079.26,2080.52,1.07113462
2026-03-06 08:20:00,2081.59,2081.59,2079.49,2080.16,3.39876193
2026-03-06 08:25:00,2079.56,2079.56,2077.6,2079.08,0.10867161
2026-03-06 08:30:00,2077.4,2079.68,2074.92,2079.68,1.00972064
2026-03-06 08:35:00,2079.68,2080.02,2078.0,2078.09,3.7116657
2026-03-06 08:40:00,2078.37,2081.58,2078.37,2080.35,1.52166913
2026-03-06 08:45:00,2080.36,2080.44,2080.36,2080.44,0.10574709
2026-03-06 08:50:00,2080.68,2080.68,2079.58,2079.58,0.10579704
2026-03-06 08:55:00,2076.82,2076.82,2075.79,2075.79,1.12407526
2026-03-06 09:00:00,2075.19,2078.14,2074.48,2076.09,64.18386398
2026-03-06 09:05:00,2076.14,2077.46,2072.1,2072.1,0.29859763
2026-03-06 09:10:00,2069.73,2069.73,2063.29,2065.36,1.2059319
2026-03-06 09:15:00,2064.8,2064.8,2055.92,2063.86,18.80281747
2026-03-06 09:20:00,2061.87,2061.87,2060.56,2060.62,5.39909921
2026-03-06 09:25:00,2059.63,2059.63,2055.72,2057.0,0.02043021
2026-03-06 09:30:00,2058.64,2059.03,2050.0,2050.0,26.59089776
2026-03-06 09:35:00,2050.0,2052.0,2048.43,2048.43,1.97781096
2026-03-06 09:40:00,2047.61,2054.41,2046.41,2054.41,0.27068412
2026-03-06 09:45:00,2056.08,2057.59,2053.26,2053.75,1.00312528
2026-03-06 09:50:00,2055.51,2056.62,2055.51,2056.62,0.30428927
2026-03-06 09:55:00,2057.12,2061.84,2056.9,2061.84,40.14337151
2026-03-06 10:00:00,2060.26,2063.82,2060.26,2063.35,9.75853925
2026-03-06 10:05:00,2063.38,2064.6,2063.38,2063.53,9.12983819
2026-03-06 10:10:00,2063.53,2063.53,2063.53,2063.53,0.0
2026-03-06 10:15:00,2064.45,2066.56,2064.45,2066.56,0.44569256
2026-03-06 10:20:00,2064.73,2067.98,2064.73,2067.91,0.58170523
2026-03-06 10:25:00,2067.0,2068.81,2066.19,2068.63,0.50597475
2026-03-06 10:30:00,2067.47,2067.47,2063.92,2063.92,8.3755505
2026-03-06 10:35:00,2062.33,2062.33,2062.33,2062.33,0.00979964
2026-03-06 10:40:00,2063.22,2063.68,2063.22,2063.68,0.11620137
2026-03-06 10:45:00,2064.22,2066.31,2064.22,2066.22,0.20812713
2026-03-06 10:50:00,2064.18,2067.14,2064.17,2067.06,7.39324389
2026-03-06 10:55:00,2066.14,2066.14,2066.14,2066.14,0.09679886
2026-03-06 11:00:00,2062.68,2062.68,2061.42,2061.43,0.28390597
2026-03-06 11:05:00,2059.23,2060.62,2059.15,2060.52,1.32484628
2026-03-06 11:10:00,2059.22,2065.1,2058.4,2064.79,9.1439641
2026-03-06 11:15:00,2065.28,2065.28,2064.0,2064.0,1.01605022
2026-03-06 11:20:00,2064.0,2065.95,2064.0,2064.33,4.08490415
2026-03-06 11:25:00,2066.19,2066.8,2065.76,2065.76,3.01058291
2026-03-06 11:30:00,2065.53,2065.53,2062.87,2062.87,1.53974206
2026-03-06 11:35:00,2062.92,2065.11,2062.92,2063.74,2.56214684
2026-03-06 11:40:00,2064.39,2064.48,2055.06,2055.06,0.28738795
2026-03-06 11:45:00,2055.39,2055.39,2053.73,2053.73,2.19171373
2026-03-06 11:50:00,2054.17,2054.17,2052.56,2052.56,7.15976389
2026-03-06 11:55:00,2052.51,2052.51,2050.38,2051.39,0.19785763
2026-03-06 12:00:00,2050.33,2051.69,2048.99,2048.99,1.97259997
2026-03-06 12:05:00,2048.94,2048.94,2038.87,2038.87,7.35892124
2026-03-06 12:10:00,2038.87,2042.55,2038.83,2042.55,2.82400487
2026-03-06 12:15:00,2044.25,2052.16,2044.25,2052.16,3.08015254
2026-03-06 12:20:00,2054.99,2054.99,2054.99,2054.99,0.03104707
2026-03-06 12:25:00,2054.46,2054.46,2051.84,2051.84,0.3026953
2026-03-06 12:30:00,2051.9,2052.74,2044.63,2046.32,3.34909056
2026-03-06 12:35:00,2042.97,2043.02,2041.25,2042.38,0.54419607
2026-03-06 12:40:00,2041.47,2045.38,2041.43,2043.42,0.63551142
2026-03-06 12:45:00,2044.75,2045.18,2041.66,2042.8,2.56297742
2026-03-06 12:50:00,2046.37,2050.52,2046.37,2050.52,0.89067769
2026-03-06 12:55:00,2050.57,2052.66,2049.04,2049.15,1.63477323
2026-03-06 13:00:00,2048.98,2050.86,2046.28,2048.8,0.76025379
2026-03-06 13:05:00,2048.95,2049.3,2048.61,2048.73,4.98068714
2026-03-06 13:10:00,2049.35,2051.71,2049.35,2050.14,3.41197056
2026-03-06 13:15:00,2049.33,2049.38,2048.35,2049.38,0.08563363
2026-03-06 13:20:00,2049.09,2049.09,2039.88,2045.64,2.39394804
2026-03-06 13:25:00,2049.14,2049.48,2049.14,2049.3,0.05729398
2026-03-06 13:30:00,2049.42,2056.79,2038.26,2052.08,62.94780828
2026-03-06 13:35:00,2056.27,2062.05,2051.79,2051.8,17.19724407
2026-03-06 13:40:00,2052.66,2052.66,2048.33,2050.94,0.45943258
