,Symbol,Num Trades,Win Rate,Total Profit %,Avg Profit %
0,SOLUSDT,239,0.39330543933054396,42.941861265543594,0.17967305968846695
1,ETHUSDT,228,0.30701754385964913,-11.110728441873555,-0.04873126509593664
2,BTCUSDT,205,0.32682926829268294,1.153146991367567,0.005625107274963741
