,Symbol,Num Trades,Win Rate,Total Profit %,Avg Profit %
0,GBPUSD,88,0.38636363636363635,-0.18357346759000798,-0.002086062131704636
1,XAUUSD,153,0.29411764705882354,-1.8607697858067165,-0.0121618940248805
2,EURUSD,60,0.2833333333333333,-0.4524872152109454,-0.0076692748340838205
